Tipo_dato,Territorio,TIME,Value
pranzo al bar,Basilicata,1997,1
pranzo al bar,Basilicata,1998,1
pranzo al bar,Basilicata,1999,2
pranzo al bar,Basilicata,2000,2
pranzo al bar,Basilicata,2001,2
pranzo al bar,Basilicata,2002,1
pranzo al bar,Basilicata,2003,1
pranzo al bar,Basilicata,2005,1
pranzo al bar,Basilicata,2006,4
pranzo al bar,Basilicata,2007,3
pranzo al bar,Basilicata,2008,1
pranzo al bar,Basilicata,2009,3
pranzo al bar,Basilicata,2010,4
pranzo al bar,Basilicata,2011,5
pranzo al bar,Basilicata,2012,1
pranzo al bar,Basilicata,2013,3
pranzo al bar,Basilicata,2014,3
pranzo al bar,Basilicata,2015,4
pranzo al bar,Basilicata,2016,3
pranzo al bar,Basilicata,2017,3
pranzo al bar,Basilicata,2018,4
pranzo al bar,Basilicata,2019,1
pranzo al bar,Basilicata,2020,3
pranzo al bar,Basilicata,2021,1
pranzo al bar,Basilicata,2022,1
pranzo al bar,Basilicata,2023,2
pranzo in casa,Emilia-Romagna,1993,3149
pranzo in casa,Emilia-Romagna,1994,3149
pranzo in casa,Emilia-Romagna,1995,3026
pranzo in casa,Emilia-Romagna,1996,3075
pranzo in casa,Emilia-Romagna,1997,2923
pranzo in casa,Emilia-Romagna,1998,2935
pranzo in casa,Emilia-Romagna,1999,2878
pranzo in casa,Emilia-Romagna,2000,2846
pranzo in casa,Emilia-Romagna,2001,2812
pranzo in casa,Emilia-Romagna,2002,2742
pranzo in casa,Emilia-Romagna,2003,2862
pranzo in casa,Emilia-Romagna,2005,2958
pranzo in casa,Emilia-Romagna,2006,2875
pranzo in casa,Emilia-Romagna,2007,2846
pranzo in casa,Emilia-Romagna,2008,2857
pranzo in casa,Emilia-Romagna,2009,2887
pranzo in casa,Emilia-Romagna,2010,2960
pranzo in casa,Emilia-Romagna,2011,2928
pranzo in casa,Emilia-Romagna,2012,2894
pranzo in casa,Emilia-Romagna,2013,3050
pranzo in casa,Emilia-Romagna,2014,3015
pranzo in casa,Emilia-Romagna,2015,3026
pranzo in casa,Emilia-Romagna,2016,2997
pranzo in casa,Emilia-Romagna,2017,2977
pranzo in casa,Emilia-Romagna,2018,2818
pranzo in casa,Emilia-Romagna,2019,2916
pranzo in casa,Emilia-Romagna,2020,3074
pranzo in casa,Emilia-Romagna,2021,3062
pranzo in casa,Emilia-Romagna,2022,2993
pranzo in casa,Emilia-Romagna,2023,2933
pasto principale il pranzo,Lazio,1993,3596
pasto principale il pranzo,Lazio,1994,3442
pasto principale il pranzo,Lazio,1995,3616
pasto principale il pranzo,Lazio,1996,3168
pasto principale il pranzo,Lazio,1997,3258
pasto principale il pranzo,Lazio,1998,3267
pasto principale il pranzo,Lazio,1999,3174
pasto principale il pranzo,Lazio,2000,2985
pasto principale il pranzo,Lazio,2001,3007
pasto principale il pranzo,Lazio,2002,2952
pasto principale il pranzo,Lazio,2003,3050
pasto principale il pranzo,Lazio,2005,2970
pasto principale il pranzo,Lazio,2006,2974
pasto principale il pranzo,Lazio,2007,3199
pasto principale il pranzo,Lazio,2008,3187
pasto principale il pranzo,Lazio,2009,3066
pasto principale il pranzo,Lazio,2010,3241
pasto principale il pranzo,Lazio,2011,3146
pasto principale il pranzo,Lazio,2012,3176
pasto principale il pranzo,Lazio,2013,3265
pasto principale il pranzo,Lazio,2014,3434
pasto principale il pranzo,Lazio,2015,3320
pasto principale il pranzo,Lazio,2016,3229
pasto principale il pranzo,Lazio,2017,3251
pasto principale il pranzo,Lazio,2018,3404
pasto principale il pranzo,Lazio,2019,3218
pasto principale il pranzo,Lazio,2020,3310
pasto principale il pranzo,Lazio,2021,3386
pasto principale il pranzo,Lazio,2022,3102
pasto principale il pranzo,Lazio,2023,3028
colazione adeguata (con latte e/o del cibo),centro area metropolitana,1993,6022
colazione adeguata (con latte e/o del cibo),centro area metropolitana,1994,6203
colazione adeguata (con latte e/o del cibo),centro area metropolitana,1995,6801
colazione adeguata (con latte e/o del cibo),centro area metropolitana,1996,7270
colazione adeguata (con latte e/o del cibo),centro area metropolitana,1997,7059
colazione adeguata (con latte e/o del cibo),centro area metropolitana,1998,6756
colazione adeguata (con latte e/o del cibo),centro area metropolitana,1999,6781
colazione adeguata (con latte e/o del cibo),centro area metropolitana,2000,6575
colazione adeguata (con latte e/o del cibo),centro area metropolitana,2001,6541
colazione adeguata (con latte e/o del cibo),centro area metropolitana,2002,6585
colazione adeguata (con latte e/o del cibo),centro area metropolitana,2003,6743
colazione adeguata (con latte e/o del cibo),centro area metropolitana,2005,6974
colazione adeguata (con latte e/o del cibo),centro area metropolitana,2006,6764
colazione adeguata (con latte e/o del cibo),centro area metropolitana,2007,6949
colazione adeguata (con latte e/o del cibo),centro area metropolitana,2008,6988
colazione adeguata (con latte e/o del cibo),centro area metropolitana,2009,7109
colazione adeguata (con latte e/o del cibo),centro area metropolitana,2010,7007
colazione adeguata (con latte e/o del cibo),centro area metropolitana,2011,6869
colazione adeguata (con latte e/o del cibo),centro area metropolitana,2012,7082
colazione adeguata (con latte e/o del cibo),centro area metropolitana,2013,7083
colazione adeguata (con latte e/o del cibo),centro area metropolitana,2014,7120
colazione adeguata (con latte e/o del cibo),centro area metropolitana,2015,7478
colazione adeguata (con latte e/o del cibo),centro area metropolitana,2016,7477
colazione adeguata (con latte e/o del cibo),centro area metropolitana,2017,7385
colazione adeguata (con latte e/o del cibo),centro area metropolitana,2018,7372
colazione adeguata (con latte e/o del cibo),centro area metropolitana,2019,7411
colazione adeguata (con latte e/o del cibo),centro area metropolitana,2020,7514
colazione adeguata (con latte e/o del cibo),centro area metropolitana,2021,7410
colazione adeguata (con latte e/o del cibo),centro area metropolitana,2022,7234
colazione adeguata (con latte e/o del cibo),centro area metropolitana,2023,7016
pasto principale il pranzo,Lombardia,1993,5904
pasto principale il pranzo,Lombardia,1994,5987
pasto principale il pranzo,Lombardia,1995,5671
pasto principale il pranzo,Lombardia,1996,5570
pasto principale il pranzo,Lombardia,1997,5621
pasto principale il pranzo,Lombardia,1998,5513
pasto principale il pranzo,Lombardia,1999,5231
pasto principale il pranzo,Lombardia,2000,5135
pasto principale il pranzo,Lombardia,2001,5338
pasto principale il pranzo,Lombardia,2002,5314
pasto principale il pranzo,Lombardia,2003,5526
pasto principale il pranzo,Lombardia,2005,5531
pasto principale il pranzo,Lombardia,2006,5906
pasto principale il pranzo,Lombardia,2007,5532
pasto principale il pranzo,Lombardia,2008,5470
pasto principale il pranzo,Lombardia,2009,5672
pasto principale il pranzo,Lombardia,2010,5640
pasto principale il pranzo,Lombardia,2011,5730
pasto principale il pranzo,Lombardia,2012,5584
pasto principale il pranzo,Lombardia,2013,5813
pasto principale il pranzo,Lombardia,2014,5935
pasto principale il pranzo,Lombardia,2015,5908
pasto principale il pranzo,Lombardia,2016,5873
pasto principale il pranzo,Lombardia,2017,5744
pasto principale il pranzo,Lombardia,2018,5722
pasto principale il pranzo,Lombardia,2019,5981
pasto principale il pranzo,Lombardia,2020,5984
pasto principale il pranzo,Lombardia,2021,5978
pasto principale il pranzo,Lombardia,2022,5783
pasto principale il pranzo,Lombardia,2023,5775
pasto principale il pranzo,Sardegna,1993,1346
pasto principale il pranzo,Sardegna,1994,1394
pasto principale il pranzo,Sardegna,1995,1382
pasto principale il pranzo,Sardegna,1996,1326
pasto principale il pranzo,Sardegna,1997,1292
pasto principale il pranzo,Sardegna,1998,1311
pasto principale il pranzo,Sardegna,1999,1262
pasto principale il pranzo,Sardegna,2000,1286
pasto principale il pranzo,Sardegna,2001,1245
pasto principale il pranzo,Sardegna,2002,1243
pasto principale il pranzo,Sardegna,2003,1223
pasto principale il pranzo,Sardegna,2005,1179
pasto principale il pranzo,Sardegna,2006,1261
pasto principale il pranzo,Sardegna,2007,1166
pasto principale il pranzo,Sardegna,2008,1265
pasto principale il pranzo,Sardegna,2009,1182
pasto principale il pranzo,Sardegna,2010,1213
pasto principale il pranzo,Sardegna,2011,1248
pasto principale il pranzo,Sardegna,2012,1244
pasto principale il pranzo,Sardegna,2013,1252
pasto principale il pranzo,Sardegna,2014,1171
pasto principale il pranzo,Sardegna,2015,1229
pasto principale il pranzo,Sardegna,2016,1218
pasto principale il pranzo,Sardegna,2017,1222
pasto principale il pranzo,Sardegna,2018,1219
pasto principale il pranzo,Sardegna,2019,1132
pasto principale il pranzo,Sardegna,2020,1137
pasto principale il pranzo,Sardegna,2021,1145
pasto principale il pranzo,Sardegna,2022,1056
pasto principale il pranzo,Sardegna,2023,1033
pranzo al ristorante o trattoria,Emilia-Romagna,1993,75
pranzo al ristorante o trattoria,Emilia-Romagna,1994,101
pranzo al ristorante o trattoria,Emilia-Romagna,1995,117
pranzo al ristorante o trattoria,Emilia-Romagna,1996,91
pranzo al ristorante o trattoria,Emilia-Romagna,1997,107
pranzo al ristorante o trattoria,Emilia-Romagna,1998,104
pranzo al ristorante o trattoria,Emilia-Romagna,1999,129
pranzo al ristorante o trattoria,Emilia-Romagna,2000,151
pranzo al ristorante o trattoria,Emilia-Romagna,2001,122
pranzo al ristorante o trattoria,Emilia-Romagna,2002,147
pranzo al ristorante o trattoria,Emilia-Romagna,2003,147
pranzo al ristorante o trattoria,Emilia-Romagna,2005,132
pranzo al ristorante o trattoria,Emilia-Romagna,2006,133
pranzo al ristorante o trattoria,Emilia-Romagna,2007,141
pranzo al ristorante o trattoria,Emilia-Romagna,2008,174
pranzo al ristorante o trattoria,Emilia-Romagna,2009,194
pranzo al ristorante o trattoria,Emilia-Romagna,2010,130
pranzo al ristorante o trattoria,Emilia-Romagna,2011,121
pranzo al ristorante o trattoria,Emilia-Romagna,2012,142
pranzo al ristorante o trattoria,Emilia-Romagna,2013,142
pranzo al ristorante o trattoria,Emilia-Romagna,2014,130
pranzo al ristorante o trattoria,Emilia-Romagna,2015,120
pranzo al ristorante o trattoria,Emilia-Romagna,2016,141
pranzo al ristorante o trattoria,Emilia-Romagna,2017,128
pranzo al ristorante o trattoria,Emilia-Romagna,2018,190
pranzo al ristorante o trattoria,Emilia-Romagna,2019,108
pranzo al ristorante o trattoria,Emilia-Romagna,2020,110
pranzo al ristorante o trattoria,Emilia-Romagna,2021,94
pranzo al ristorante o trattoria,Emilia-Romagna,2022,100
pranzo al ristorante o trattoria,Emilia-Romagna,2023,109
colazione con latte e del cibo,Puglia,1993,0
colazione con latte e del cibo,Puglia,1994,0
colazione con latte e del cibo,Puglia,1995,0
colazione con latte e del cibo,Puglia,1996,1791
colazione con latte e del cibo,Puglia,1997,1910
colazione con latte e del cibo,Puglia,1998,1683
colazione con latte e del cibo,Puglia,1999,1760
colazione con latte e del cibo,Puglia,2000,1809
colazione con latte e del cibo,Puglia,2001,1661
colazione con latte e del cibo,Puglia,2002,1672
colazione con latte e del cibo,Puglia,2003,1743
colazione con latte e del cibo,Puglia,2005,1956
colazione con latte e del cibo,Puglia,2006,2006
colazione con latte e del cibo,Puglia,2007,1903
colazione con latte e del cibo,Puglia,2008,1993
colazione con latte e del cibo,Puglia,2009,2113
colazione con latte e del cibo,Puglia,2010,1968
colazione con latte e del cibo,Puglia,2011,2120
colazione con latte e del cibo,Puglia,2012,2033
colazione con latte e del cibo,Puglia,2013,2060
colazione con latte e del cibo,Puglia,2014,2009
colazione con latte e del cibo,Puglia,2015,2097
colazione con latte e del cibo,Puglia,2016,1886
colazione con latte e del cibo,Puglia,2017,1936
colazione con latte e del cibo,Puglia,2018,1740
colazione con latte e del cibo,Puglia,2019,1694
colazione con latte e del cibo,Puglia,2020,1720
colazione con latte e del cibo,Puglia,2021,1697
colazione con latte e del cibo,Puglia,2022,1640
colazione con latte e del cibo,Puglia,2023,1591
pasto principale il pranzo,10.001 - 50.000 ab.,1993,11437
pasto principale il pranzo,10.001 - 50.000 ab.,1994,11568
pasto principale il pranzo,10.001 - 50.000 ab.,1995,10504
pasto principale il pranzo,10.001 - 50.000 ab.,1996,10330
pasto principale il pranzo,10.001 - 50.000 ab.,1997,10453
pasto principale il pranzo,10.001 - 50.000 ab.,1998,10374
pasto principale il pranzo,10.001 - 50.000 ab.,1999,10402
pasto principale il pranzo,10.001 - 50.000 ab.,2000,9944
pasto principale il pranzo,10.001 - 50.000 ab.,2001,10346
pasto principale il pranzo,10.001 - 50.000 ab.,2002,10194
pasto principale il pranzo,10.001 - 50.000 ab.,2003,10303
pasto principale il pranzo,10.001 - 50.000 ab.,2005,10231
pasto principale il pranzo,10.001 - 50.000 ab.,2006,10589
pasto principale il pranzo,10.001 - 50.000 ab.,2007,10658
pasto principale il pranzo,10.001 - 50.000 ab.,2008,10831
pasto principale il pranzo,10.001 - 50.000 ab.,2009,10861
pasto principale il pranzo,10.001 - 50.000 ab.,2010,11015
pasto principale il pranzo,10.001 - 50.000 ab.,2011,11000
pasto principale il pranzo,10.001 - 50.000 ab.,2012,10990
pasto principale il pranzo,10.001 - 50.000 ab.,2013,11135
pasto principale il pranzo,10.001 - 50.000 ab.,2014,11334
pasto principale il pranzo,10.001 - 50.000 ab.,2015,11055
pasto principale il pranzo,10.001 - 50.000 ab.,2016,11257
pasto principale il pranzo,10.001 - 50.000 ab.,2017,11074
pasto principale il pranzo,10.001 - 50.000 ab.,2018,10376
pasto principale il pranzo,10.001 - 50.000 ab.,2019,10576
pasto principale il pranzo,10.001 - 50.000 ab.,2020,10348
pasto principale il pranzo,10.001 - 50.000 ab.,2021,10143
pasto principale il pranzo,10.001 - 50.000 ab.,2022,10349
pasto principale il pranzo,10.001 - 50.000 ab.,2023,9748
pranzo in mensa,periferia area metropolitana,1993,0
pranzo in mensa,periferia area metropolitana,1994,0
pranzo in mensa,periferia area metropolitana,1995,0
pranzo in mensa,periferia area metropolitana,1996,0
pranzo in mensa,periferia area metropolitana,1997,633
pranzo in mensa,periferia area metropolitana,1998,647
pranzo in mensa,periferia area metropolitana,1999,598
pranzo in mensa,periferia area metropolitana,2000,641
pranzo in mensa,periferia area metropolitana,2001,630
pranzo in mensa,periferia area metropolitana,2002,638
pranzo in mensa,periferia area metropolitana,2003,704
pranzo in mensa,periferia area metropolitana,2005,719
pranzo in mensa,periferia area metropolitana,2006,684
pranzo in mensa,periferia area metropolitana,2007,706
pranzo in mensa,periferia area metropolitana,2008,702
pranzo in mensa,periferia area metropolitana,2009,726
pranzo in mensa,periferia area metropolitana,2010,809
pranzo in mensa,periferia area metropolitana,2011,750
pranzo in mensa,periferia area metropolitana,2012,729
pranzo in mensa,periferia area metropolitana,2013,641
pranzo in mensa,periferia area metropolitana,2014,768
pranzo in mensa,periferia area metropolitana,2015,707
pranzo in mensa,periferia area metropolitana,2016,757
pranzo in mensa,periferia area metropolitana,2017,663
pranzo in mensa,periferia area metropolitana,2018,846
pranzo in mensa,periferia area metropolitana,2019,818
pranzo in mensa,periferia area metropolitana,2020,808
pranzo in mensa,periferia area metropolitana,2021,673
pranzo in mensa,periferia area metropolitana,2022,688
pranzo in mensa,periferia area metropolitana,2023,758
pranzo al ristorante o trattoria,fino a 2.000 ab.,1993,72
pranzo al ristorante o trattoria,fino a 2.000 ab.,1994,77
pranzo al ristorante o trattoria,fino a 2.000 ab.,1995,81
pranzo al ristorante o trattoria,fino a 2.000 ab.,1996,70
pranzo al ristorante o trattoria,fino a 2.000 ab.,1997,76
pranzo al ristorante o trattoria,fino a 2.000 ab.,1998,94
pranzo al ristorante o trattoria,fino a 2.000 ab.,1999,95
pranzo al ristorante o trattoria,fino a 2.000 ab.,2000,109
pranzo al ristorante o trattoria,fino a 2.000 ab.,2001,98
pranzo al ristorante o trattoria,fino a 2.000 ab.,2002,111
pranzo al ristorante o trattoria,fino a 2.000 ab.,2003,130
pranzo al ristorante o trattoria,fino a 2.000 ab.,2005,106
pranzo al ristorante o trattoria,fino a 2.000 ab.,2006,141
pranzo al ristorante o trattoria,fino a 2.000 ab.,2007,105
pranzo al ristorante o trattoria,fino a 2.000 ab.,2008,102
pranzo al ristorante o trattoria,fino a 2.000 ab.,2009,131
pranzo al ristorante o trattoria,fino a 2.000 ab.,2010,102
pranzo al ristorante o trattoria,fino a 2.000 ab.,2011,122
pranzo al ristorante o trattoria,fino a 2.000 ab.,2012,83
pranzo al ristorante o trattoria,fino a 2.000 ab.,2013,95
pranzo al ristorante o trattoria,fino a 2.000 ab.,2014,87
pranzo al ristorante o trattoria,fino a 2.000 ab.,2015,83
pranzo al ristorante o trattoria,fino a 2.000 ab.,2016,86
pranzo al ristorante o trattoria,fino a 2.000 ab.,2017,97
pranzo al ristorante o trattoria,fino a 2.000 ab.,2018,74
pranzo al ristorante o trattoria,fino a 2.000 ab.,2019,103
pranzo al ristorante o trattoria,fino a 2.000 ab.,2020,66
pranzo al ristorante o trattoria,fino a 2.000 ab.,2021,69
pranzo al ristorante o trattoria,fino a 2.000 ab.,2022,79
pranzo al ristorante o trattoria,fino a 2.000 ab.,2023,79
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,1993,9749
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,1994,10156
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,1995,9921
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,1996,10479
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,1997,10398
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,1998,10542
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,1999,10339
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,2000,10476
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,2001,10354
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,2002,10516
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,2003,10784
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,2005,11105
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,2006,10871
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,2007,10799
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,2008,10859
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,2009,10700
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,2010,10775
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,2011,10921
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,2012,11035
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,2013,10851
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,2014,11166
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,2015,11012
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,2016,10915
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,2017,10917
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,2018,10668
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,2019,10422
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,2020,10382
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,2021,10446
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,2022,10167
colazione adeguata (con latte e/o del cibo),2.001 - 10.000 ab.,2023,10186
pasto principale il pranzo,50.001 ab. e più,1993,7691
pasto principale il pranzo,50.001 ab. e più,1994,7643
pasto principale il pranzo,50.001 ab. e più,1995,7110
pasto principale il pranzo,50.001 ab. e più,1996,6984
pasto principale il pranzo,50.001 ab. e più,1997,7079
pasto principale il pranzo,50.001 ab. e più,1998,6958
pasto principale il pranzo,50.001 ab. e più,1999,6838
pasto principale il pranzo,50.001 ab. e più,2000,6855
pasto principale il pranzo,50.001 ab. e più,2001,6846
pasto principale il pranzo,50.001 ab. e più,2002,6586
pasto principale il pranzo,50.001 ab. e più,2003,6487
pasto principale il pranzo,50.001 ab. e più,2005,6597
pasto principale il pranzo,50.001 ab. e più,2006,6768
pasto principale il pranzo,50.001 ab. e più,2007,6803
pasto principale il pranzo,50.001 ab. e più,2008,6747
pasto principale il pranzo,50.001 ab. e più,2009,6906
pasto principale il pranzo,50.001 ab. e più,2010,7015
pasto principale il pranzo,50.001 ab. e più,2011,6936
pasto principale il pranzo,50.001 ab. e più,2012,6999
pasto principale il pranzo,50.001 ab. e più,2013,7006
pasto principale il pranzo,50.001 ab. e più,2014,6891
pasto principale il pranzo,50.001 ab. e più,2015,6960
pasto principale il pranzo,50.001 ab. e più,2016,6817
pasto principale il pranzo,50.001 ab. e più,2017,6909
pasto principale il pranzo,50.001 ab. e più,2018,6697
pasto principale il pranzo,50.001 ab. e più,2019,6712
pasto principale il pranzo,50.001 ab. e più,2020,6703
pasto principale il pranzo,50.001 ab. e più,2021,6610
pasto principale il pranzo,50.001 ab. e più,2022,6176
pasto principale il pranzo,50.001 ab. e più,2023,6291
pranzo al bar,Calabria,1993,4
pranzo al bar,Calabria,1994,6
pranzo al bar,Calabria,1995,5
pranzo al bar,Calabria,1996,4
pranzo al bar,Calabria,1997,4
pranzo al bar,Calabria,1998,7
pranzo al bar,Calabria,1999,8
pranzo al bar,Calabria,2000,7
pranzo al bar,Calabria,2001,6
pranzo al bar,Calabria,2002,9
pranzo al bar,Calabria,2003,5
pranzo al bar,Calabria,2005,8
pranzo al bar,Calabria,2006,15
pranzo al bar,Calabria,2007,13
pranzo al bar,Calabria,2008,13
pranzo al bar,Calabria,2009,19
pranzo al bar,Calabria,2010,16
pranzo al bar,Calabria,2011,9
pranzo al bar,Calabria,2012,6
pranzo al bar,Calabria,2013,18
pranzo al bar,Calabria,2014,6
pranzo al bar,Calabria,2015,8
pranzo al bar,Calabria,2016,10
pranzo al bar,Calabria,2017,11
pranzo al bar,Calabria,2018,8
pranzo al bar,Calabria,2019,8
pranzo al bar,Calabria,2020,14
pranzo al bar,Calabria,2021,10
pranzo al bar,Calabria,2022,2
pranzo al bar,Calabria,2023,14
pranzo in mensa,Isole,1993,0
pranzo in mensa,Isole,1994,0
pranzo in mensa,Isole,1995,0
pranzo in mensa,Isole,1996,0
pranzo in mensa,Isole,1997,177
pranzo in mensa,Isole,1998,185
pranzo in mensa,Isole,1999,174
pranzo in mensa,Isole,2000,200
pranzo in mensa,Isole,2001,169
pranzo in mensa,Isole,2002,203
pranzo in mensa,Isole,2003,212
pranzo in mensa,Isole,2005,182
pranzo in mensa,Isole,2006,217
pranzo in mensa,Isole,2007,182
pranzo in mensa,Isole,2008,174
pranzo in mensa,Isole,2009,212
pranzo in mensa,Isole,2010,188
pranzo in mensa,Isole,2011,205
pranzo in mensa,Isole,2012,210
pranzo in mensa,Isole,2013,175
pranzo in mensa,Isole,2014,223
pranzo in mensa,Isole,2015,207
pranzo in mensa,Isole,2016,203
pranzo in mensa,Isole,2017,199
pranzo in mensa,Isole,2018,230
pranzo in mensa,Isole,2019,219
pranzo in mensa,Isole,2020,134
pranzo in mensa,Isole,2021,148
pranzo in mensa,Isole,2022,171
pranzo in mensa,Isole,2023,189
pranzo al ristorante o trattoria,Umbria,1993,10
pranzo al ristorante o trattoria,Umbria,1994,14
pranzo al ristorante o trattoria,Umbria,1995,14
pranzo al ristorante o trattoria,Umbria,1996,15
pranzo al ristorante o trattoria,Umbria,1997,17
pranzo al ristorante o trattoria,Umbria,1998,17
pranzo al ristorante o trattoria,Umbria,1999,11
pranzo al ristorante o trattoria,Umbria,2000,19
pranzo al ristorante o trattoria,Umbria,2001,17
pranzo al ristorante o trattoria,Umbria,2002,19
pranzo al ristorante o trattoria,Umbria,2003,16
pranzo al ristorante o trattoria,Umbria,2005,21
pranzo al ristorante o trattoria,Umbria,2006,20
pranzo al ristorante o trattoria,Umbria,2007,26
pranzo al ristorante o trattoria,Umbria,2008,26
pranzo al ristorante o trattoria,Umbria,2009,19
pranzo al ristorante o trattoria,Umbria,2010,19
pranzo al ristorante o trattoria,Umbria,2011,24
pranzo al ristorante o trattoria,Umbria,2012,27
pranzo al ristorante o trattoria,Umbria,2013,19
pranzo al ristorante o trattoria,Umbria,2014,19
pranzo al ristorante o trattoria,Umbria,2015,20
pranzo al ristorante o trattoria,Umbria,2016,26
pranzo al ristorante o trattoria,Umbria,2017,19
pranzo al ristorante o trattoria,Umbria,2018,24
pranzo al ristorante o trattoria,Umbria,2019,18
pranzo al ristorante o trattoria,Umbria,2020,18
pranzo al ristorante o trattoria,Umbria,2021,11
pranzo al ristorante o trattoria,Umbria,2022,17
pranzo al ristorante o trattoria,Umbria,2023,19
pranzo in casa,centro area metropolitana,1993,7379
pranzo in casa,centro area metropolitana,1994,7149
pranzo in casa,centro area metropolitana,1995,7230
pranzo in casa,centro area metropolitana,1996,7109
pranzo in casa,centro area metropolitana,1997,6683
pranzo in casa,centro area metropolitana,1998,6301
pranzo in casa,centro area metropolitana,1999,6157
pranzo in casa,centro area metropolitana,2000,5746
pranzo in casa,centro area metropolitana,2001,5727
pranzo in casa,centro area metropolitana,2002,5857
pranzo in casa,centro area metropolitana,2003,5851
pranzo in casa,centro area metropolitana,2005,5904
pranzo in casa,centro area metropolitana,2006,5754
pranzo in casa,centro area metropolitana,2007,5654
pranzo in casa,centro area metropolitana,2008,5804
pranzo in casa,centro area metropolitana,2009,5527
pranzo in casa,centro area metropolitana,2010,5660
pranzo in casa,centro area metropolitana,2011,5506
pranzo in casa,centro area metropolitana,2012,5727
pranzo in casa,centro area metropolitana,2013,5774
pranzo in casa,centro area metropolitana,2014,5722
pranzo in casa,centro area metropolitana,2015,5805
pranzo in casa,centro area metropolitana,2016,5725
pranzo in casa,centro area metropolitana,2017,5709
pranzo in casa,centro area metropolitana,2018,5868
pranzo in casa,centro area metropolitana,2019,5903
pranzo in casa,centro area metropolitana,2020,5975
pranzo in casa,centro area metropolitana,2021,6224
pranzo in casa,centro area metropolitana,2022,5851
pranzo in casa,centro area metropolitana,2023,5787
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,1993,9416
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,1994,10089
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,1995,9362
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,1996,10114
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,1997,10098
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,1998,10270
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,1999,10387
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,2000,10086
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,2001,10194
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,2002,10314
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,2003,10549
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,2005,10876
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,2006,11380
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,2007,11420
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,2008,11823
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,2009,11994
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,2010,12157
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,2011,12286
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,2012,12445
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,2013,12465
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,2014,12520
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,2015,12780
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,2016,13028
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,2017,13004
colazione adeguata (con latte e/o del cibo),10.001 - 50.000 ab.,2018,12233
