Tipo_dato,Sesso,Classe_di_età,TIME,Value
colazione con latte e del cibo,femmine,60-64 anni,2003,707
colazione con latte e del cibo,femmine,60-64 anni,2005,770
colazione con latte e del cibo,femmine,60-64 anni,2006,746
colazione con latte e del cibo,femmine,60-64 anni,2007,790
colazione con latte e del cibo,femmine,60-64 anni,2008,844
colazione con latte e del cibo,femmine,60-64 anni,2009,827
colazione con latte e del cibo,femmine,60-64 anni,2010,898
colazione con latte e del cibo,femmine,60-64 anni,2011,915
colazione con latte e del cibo,femmine,60-64 anni,2012,886
colazione con latte e del cibo,femmine,60-64 anni,2013,856
colazione con latte e del cibo,femmine,60-64 anni,2014,819
colazione con latte e del cibo,femmine,60-64 anni,2015,866
colazione con latte e del cibo,femmine,60-64 anni,2016,812
colazione con latte e del cibo,femmine,60-64 anni,2017,790
colazione con latte e del cibo,femmine,60-64 anni,2018,775
colazione con latte e del cibo,femmine,60-64 anni,2019,779
colazione con latte e del cibo,femmine,60-64 anni,2020,887
colazione con latte e del cibo,femmine,60-64 anni,2021,854
colazione con latte e del cibo,femmine,60-64 anni,2022,853
colazione con latte e del cibo,femmine,60-64 anni,2023,864
pranzo al ristorante o trattoria,maschi,3 anni e più,1994,1015
pranzo al ristorante o trattoria,maschi,3 anni e più,1995,1199
pranzo al ristorante o trattoria,maschi,3 anni e più,1996,1197
pranzo al ristorante o trattoria,maschi,3 anni e più,1997,1040
pranzo al ristorante o trattoria,maschi,3 anni e più,1998,1074
pranzo al ristorante o trattoria,maschi,3 anni e più,1999,1087
pranzo al ristorante o trattoria,maschi,3 anni e più,2000,1195
pranzo al ristorante o trattoria,maschi,3 anni e più,2001,1236
pranzo al ristorante o trattoria,maschi,3 anni e più,2002,1216
pranzo al ristorante o trattoria,maschi,3 anni e più,2003,1353
pranzo al ristorante o trattoria,maschi,3 anni e più,2005,1414
pranzo al ristorante o trattoria,maschi,3 anni e più,2006,1414
pranzo al ristorante o trattoria,maschi,3 anni e più,2007,1414
pranzo al ristorante o trattoria,maschi,3 anni e più,2008,1425
pranzo al ristorante o trattoria,maschi,3 anni e più,2009,1582
pranzo al ristorante o trattoria,maschi,3 anni e più,2010,1493
pranzo al ristorante o trattoria,maschi,3 anni e più,2011,1538
pranzo al ristorante o trattoria,maschi,3 anni e più,2012,1322
pranzo al ristorante o trattoria,maschi,3 anni e più,2013,1353
pranzo al ristorante o trattoria,maschi,3 anni e più,2014,1167
pranzo al ristorante o trattoria,maschi,3 anni e più,2015,1305
pranzo al ristorante o trattoria,maschi,3 anni e più,2016,1225
pranzo al ristorante o trattoria,maschi,3 anni e più,2017,1285
pranzo al ristorante o trattoria,maschi,3 anni e più,2018,1351
pranzo al ristorante o trattoria,maschi,3 anni e più,2019,1380
pranzo al ristorante o trattoria,maschi,3 anni e più,2020,1054
pranzo al ristorante o trattoria,maschi,3 anni e più,2021,898
pranzo al ristorante o trattoria,maschi,3 anni e più,2022,1044
pranzo al ristorante o trattoria,maschi,3 anni e più,2023,1153
pranzo al bar,femmine,20-24 anni,1994,59
pranzo al bar,femmine,20-24 anni,1995,71
pranzo al bar,femmine,20-24 anni,1996,73
pranzo al bar,femmine,20-24 anni,1997,70
pranzo al bar,femmine,20-24 anni,1998,71
pranzo al bar,femmine,20-24 anni,1999,62
pranzo al bar,femmine,20-24 anni,2000,77
pranzo al bar,femmine,20-24 anni,2001,67
pranzo al bar,femmine,20-24 anni,2002,88
pranzo al bar,femmine,20-24 anni,2003,94
pranzo al bar,femmine,20-24 anni,2005,97
pranzo al bar,femmine,20-24 anni,2006,94
pranzo al bar,femmine,20-24 anni,2007,97
pranzo al bar,femmine,20-24 anni,2008,96
pranzo al bar,femmine,20-24 anni,2009,77
pranzo al bar,femmine,20-24 anni,2010,83
pranzo al bar,femmine,20-24 anni,2011,71
pranzo al bar,femmine,20-24 anni,2012,77
pranzo al bar,femmine,20-24 anni,2013,79
pranzo al bar,femmine,20-24 anni,2014,59
pranzo al bar,femmine,20-24 anni,2015,96
pranzo al bar,femmine,20-24 anni,2016,52
pranzo al bar,femmine,20-24 anni,2017,45
pranzo al bar,femmine,20-24 anni,2018,28
pranzo al bar,femmine,20-24 anni,2019,47
pranzo al bar,femmine,20-24 anni,2020,43
pranzo al bar,femmine,20-24 anni,2021,12
pranzo al bar,femmine,20-24 anni,2022,29
pranzo al bar,femmine,20-24 anni,2023,32
pasto principale il pranzo,femmine,11-14 anni,1994,969
pasto principale il pranzo,femmine,11-14 anni,1995,928
pasto principale il pranzo,femmine,11-14 anni,1996,859
pasto principale il pranzo,femmine,11-14 anni,1997,917
pasto principale il pranzo,femmine,11-14 anni,1998,822
pasto principale il pranzo,femmine,11-14 anni,1999,838
pasto principale il pranzo,femmine,11-14 anni,2000,839
pasto principale il pranzo,femmine,11-14 anni,2001,843
pasto principale il pranzo,femmine,11-14 anni,2002,816
pasto principale il pranzo,femmine,11-14 anni,2003,869
pasto principale il pranzo,femmine,11-14 anni,2005,804
pasto principale il pranzo,femmine,11-14 anni,2006,814
pasto principale il pranzo,femmine,11-14 anni,2007,776
pasto principale il pranzo,femmine,11-14 anni,2008,828
pasto principale il pranzo,femmine,11-14 anni,2009,767
pasto principale il pranzo,femmine,11-14 anni,2010,802
pasto principale il pranzo,femmine,11-14 anni,2011,789
pasto principale il pranzo,femmine,11-14 anni,2012,811
pasto principale il pranzo,femmine,11-14 anni,2013,774
pasto principale il pranzo,femmine,11-14 anni,2014,772
pasto principale il pranzo,femmine,11-14 anni,2015,790
pasto principale il pranzo,femmine,11-14 anni,2016,800
pasto principale il pranzo,femmine,11-14 anni,2017,703
pasto principale il pranzo,femmine,11-14 anni,2018,807
pasto principale il pranzo,femmine,11-14 anni,2019,824
pasto principale il pranzo,femmine,11-14 anni,2020,784
pasto principale il pranzo,femmine,11-14 anni,2021,762
pasto principale il pranzo,femmine,11-14 anni,2022,744
pasto principale il pranzo,femmine,11-14 anni,2023,671
pasto principale il pranzo,femmine,60-64 anni,1994,1444
pasto principale il pranzo,femmine,60-64 anni,1995,1461
pasto principale il pranzo,femmine,60-64 anni,1996,1406
pasto principale il pranzo,femmine,60-64 anni,1997,1380
pasto principale il pranzo,femmine,60-64 anni,1998,1439
pasto principale il pranzo,femmine,60-64 anni,1999,1443
pasto principale il pranzo,femmine,60-64 anni,2000,1448
pasto principale il pranzo,femmine,60-64 anni,2001,1470
pasto principale il pranzo,femmine,60-64 anni,2002,1473
pasto principale il pranzo,femmine,60-64 anni,2003,1397
pasto principale il pranzo,femmine,60-64 anni,2005,1381
pasto principale il pranzo,femmine,60-64 anni,2006,1331
pasto principale il pranzo,femmine,60-64 anni,2007,1400
pasto principale il pranzo,femmine,60-64 anni,2008,1404
pasto principale il pranzo,femmine,60-64 anni,2009,1483
pasto principale il pranzo,femmine,60-64 anni,2010,1522
pasto principale il pranzo,femmine,60-64 anni,2011,1550
pasto principale il pranzo,femmine,60-64 anni,2012,1519
pasto principale il pranzo,femmine,60-64 anni,2013,1462
pasto principale il pranzo,femmine,60-64 anni,2014,1428
pasto principale il pranzo,femmine,60-64 anni,2015,1462
pasto principale il pranzo,femmine,60-64 anni,2016,1406
pasto principale il pranzo,femmine,60-64 anni,2017,1384
pasto principale il pranzo,femmine,60-64 anni,2018,1378
pasto principale il pranzo,femmine,60-64 anni,2019,1380
pasto principale il pranzo,femmine,60-64 anni,2020,1580
pasto principale il pranzo,femmine,60-64 anni,2021,1450
pasto principale il pranzo,femmine,60-64 anni,2022,1366
pasto principale il pranzo,femmine,60-64 anni,2023,1393
pranzo in mensa,maschi,18-19 anni,1994,0
pranzo in mensa,maschi,18-19 anni,1995,0
pranzo in mensa,maschi,18-19 anni,1996,0
pranzo in mensa,maschi,18-19 anni,1997,37
pranzo in mensa,maschi,18-19 anni,1998,28
pranzo in mensa,maschi,18-19 anni,1999,34
pranzo in mensa,maschi,18-19 anni,2000,31
pranzo in mensa,maschi,18-19 anni,2001,35
pranzo in mensa,maschi,18-19 anni,2002,36
pranzo in mensa,maschi,18-19 anni,2003,36
pranzo in mensa,maschi,18-19 anni,2005,21
pranzo in mensa,maschi,18-19 anni,2006,26
pranzo in mensa,maschi,18-19 anni,2007,21
pranzo in mensa,maschi,18-19 anni,2008,22
pranzo in mensa,maschi,18-19 anni,2009,28
pranzo in mensa,maschi,18-19 anni,2010,30
pranzo in mensa,maschi,18-19 anni,2011,21
pranzo in mensa,maschi,18-19 anni,2012,39
pranzo in mensa,maschi,18-19 anni,2013,21
pranzo in mensa,maschi,18-19 anni,2014,30
pranzo in mensa,maschi,18-19 anni,2015,34
pranzo in mensa,maschi,18-19 anni,2016,24
pranzo in mensa,maschi,18-19 anni,2017,22
pranzo in mensa,maschi,18-19 anni,2018,24
pranzo in mensa,maschi,18-19 anni,2019,38
pranzo in mensa,maschi,18-19 anni,2020,34
pranzo in mensa,maschi,18-19 anni,2021,10
pranzo in mensa,maschi,18-19 anni,2022,18
pranzo in mensa,maschi,18-19 anni,2023,33
pasto principale la cena,maschi,60-64 anni,1994,146
pasto principale la cena,maschi,60-64 anni,1995,177
pasto principale la cena,maschi,60-64 anni,1996,184
pasto principale la cena,maschi,60-64 anni,1997,236
pasto principale la cena,maschi,60-64 anni,1998,227
pasto principale la cena,maschi,60-64 anni,1999,197
pasto principale la cena,maschi,60-64 anni,2000,256
pasto principale la cena,maschi,60-64 anni,2001,223
pasto principale la cena,maschi,60-64 anni,2002,248
pasto principale la cena,maschi,60-64 anni,2003,241
pasto principale la cena,maschi,60-64 anni,2005,252
pasto principale la cena,maschi,60-64 anni,2006,283
pasto principale la cena,maschi,60-64 anni,2007,310
pasto principale la cena,maschi,60-64 anni,2008,335
pasto principale la cena,maschi,60-64 anni,2009,338
pasto principale la cena,maschi,60-64 anni,2010,396
pasto principale la cena,maschi,60-64 anni,2011,377
pasto principale la cena,maschi,60-64 anni,2012,412
pasto principale la cena,maschi,60-64 anni,2013,375
pasto principale la cena,maschi,60-64 anni,2014,439
pasto principale la cena,maschi,60-64 anni,2015,462
pasto principale la cena,maschi,60-64 anni,2016,533
pasto principale la cena,maschi,60-64 anni,2017,466
pasto principale la cena,maschi,60-64 anni,2018,499
pasto principale la cena,maschi,60-64 anni,2019,485
pasto principale la cena,maschi,60-64 anni,2020,519
pasto principale la cena,maschi,60-64 anni,2021,590
pasto principale la cena,maschi,60-64 anni,2022,557
pasto principale la cena,maschi,60-64 anni,2023,540
pranzo al bar,femmine,18-19 anni,1994,17
pranzo al bar,femmine,18-19 anni,1995,15
pranzo al bar,femmine,18-19 anni,1996,15
pranzo al bar,femmine,18-19 anni,1997,21
pranzo al bar,femmine,18-19 anni,1998,23
pranzo al bar,femmine,18-19 anni,1999,10
pranzo al bar,femmine,18-19 anni,2000,19
pranzo al bar,femmine,18-19 anni,2001,13
pranzo al bar,femmine,18-19 anni,2002,24
pranzo al bar,femmine,18-19 anni,2003,25
pranzo al bar,femmine,18-19 anni,2005,18
pranzo al bar,femmine,18-19 anni,2006,23
pranzo al bar,femmine,18-19 anni,2007,16
pranzo al bar,femmine,18-19 anni,2008,23
pranzo al bar,femmine,18-19 anni,2009,14
pranzo al bar,femmine,18-19 anni,2010,15
pranzo al bar,femmine,18-19 anni,2011,21
pranzo al bar,femmine,18-19 anni,2012,10
pranzo al bar,femmine,18-19 anni,2013,8
pranzo al bar,femmine,18-19 anni,2014,15
pranzo al bar,femmine,18-19 anni,2015,21
pranzo al bar,femmine,18-19 anni,2016,10
pranzo al bar,femmine,18-19 anni,2017,16
pranzo al bar,femmine,18-19 anni,2018,16
pranzo al bar,femmine,18-19 anni,2019,22
pranzo al bar,femmine,18-19 anni,2020,2
pranzo al bar,femmine,18-19 anni,2021,0
pranzo al bar,femmine,18-19 anni,2022,7
pranzo al bar,femmine,18-19 anni,2023,16
pasto principale il pranzo,maschi,25-34 anni,1994,2962
pasto principale il pranzo,maschi,25-34 anni,1995,2929
pasto principale il pranzo,maschi,25-34 anni,1996,2854
pasto principale il pranzo,maschi,25-34 anni,1997,2775
pasto principale il pranzo,maschi,25-34 anni,1998,2794
pasto principale il pranzo,maschi,25-34 anni,1999,2601
pasto principale il pranzo,maschi,25-34 anni,2000,2492
pasto principale il pranzo,maschi,25-34 anni,2001,2599
pasto principale il pranzo,maschi,25-34 anni,2002,2561
pasto principale il pranzo,maschi,25-34 anni,2003,2546
pasto principale il pranzo,maschi,25-34 anni,2005,2443
pasto principale il pranzo,maschi,25-34 anni,2006,2471
pasto principale il pranzo,maschi,25-34 anni,2007,2258
pasto principale il pranzo,maschi,25-34 anni,2008,2341
pasto principale il pranzo,maschi,25-34 anni,2009,2368
pasto principale il pranzo,maschi,25-34 anni,2010,2213
pasto principale il pranzo,maschi,25-34 anni,2011,2078
pasto principale il pranzo,maschi,25-34 anni,2012,2145
pasto principale il pranzo,maschi,25-34 anni,2013,2092
pasto principale il pranzo,maschi,25-34 anni,2014,2011
pasto principale il pranzo,maschi,25-34 anni,2015,1981
pasto principale il pranzo,maschi,25-34 anni,2016,1955
pasto principale il pranzo,maschi,25-34 anni,2017,1976
pasto principale il pranzo,maschi,25-34 anni,2018,1944
pasto principale il pranzo,maschi,25-34 anni,2019,1995
pasto principale il pranzo,maschi,25-34 anni,2020,1830
pasto principale il pranzo,maschi,25-34 anni,2021,1814
pasto principale il pranzo,maschi,25-34 anni,2022,1849
pasto principale il pranzo,maschi,25-34 anni,2023,1831
pranzo sul posto di lavoro,maschi,60-64 anni,1994,0
pranzo sul posto di lavoro,maschi,60-64 anni,1995,0
pranzo sul posto di lavoro,maschi,60-64 anni,1996,0
pranzo sul posto di lavoro,maschi,60-64 anni,1997,59
pranzo sul posto di lavoro,maschi,60-64 anni,1998,59
pranzo sul posto di lavoro,maschi,60-64 anni,1999,42
pranzo sul posto di lavoro,maschi,60-64 anni,2000,62
pranzo sul posto di lavoro,maschi,60-64 anni,2001,43
pranzo sul posto di lavoro,maschi,60-64 anni,2002,58
pranzo sul posto di lavoro,maschi,60-64 anni,2003,37
pranzo sul posto di lavoro,maschi,60-64 anni,2005,59
pranzo sul posto di lavoro,maschi,60-64 anni,2006,53
pranzo sul posto di lavoro,maschi,60-64 anni,2007,55
pranzo sul posto di lavoro,maschi,60-64 anni,2008,46
pranzo sul posto di lavoro,maschi,60-64 anni,2009,51
pranzo sul posto di lavoro,maschi,60-64 anni,2010,68
pranzo sul posto di lavoro,maschi,60-64 anni,2011,75
pranzo sul posto di lavoro,maschi,60-64 anni,2012,93
pranzo sul posto di lavoro,maschi,60-64 anni,2013,64
pranzo sul posto di lavoro,maschi,60-64 anni,2014,71
pranzo sul posto di lavoro,maschi,60-64 anni,2015,105
pranzo sul posto di lavoro,maschi,60-64 anni,2016,142
pranzo sul posto di lavoro,maschi,60-64 anni,2017,142
pranzo sul posto di lavoro,maschi,60-64 anni,2018,147
pranzo sul posto di lavoro,maschi,60-64 anni,2019,149
pranzo sul posto di lavoro,maschi,60-64 anni,2020,178
pranzo sul posto di lavoro,maschi,60-64 anni,2021,214
pranzo sul posto di lavoro,maschi,60-64 anni,2022,147
pranzo sul posto di lavoro,maschi,60-64 anni,2023,237
pranzo al ristorante o trattoria,maschi,45-54 anni,1994,213
pranzo al ristorante o trattoria,maschi,45-54 anni,1995,263
pranzo al ristorante o trattoria,maschi,45-54 anni,1996,254
pranzo al ristorante o trattoria,maschi,45-54 anni,1997,233
pranzo al ristorante o trattoria,maschi,45-54 anni,1998,246
pranzo al ristorante o trattoria,maschi,45-54 anni,1999,243
pranzo al ristorante o trattoria,maschi,45-54 anni,2000,270
pranzo al ristorante o trattoria,maschi,45-54 anni,2001,258
pranzo al ristorante o trattoria,maschi,45-54 anni,2002,262
pranzo al ristorante o trattoria,maschi,45-54 anni,2003,269
pranzo al ristorante o trattoria,maschi,45-54 anni,2005,309
pranzo al ristorante o trattoria,maschi,45-54 anni,2006,309
pranzo al ristorante o trattoria,maschi,45-54 anni,2007,313
pranzo al ristorante o trattoria,maschi,45-54 anni,2008,335
pranzo al ristorante o trattoria,maschi,45-54 anni,2009,386
pranzo al ristorante o trattoria,maschi,45-54 anni,2010,368
pranzo al ristorante o trattoria,maschi,45-54 anni,2011,426
pranzo al ristorante o trattoria,maschi,45-54 anni,2012,383
pranzo al ristorante o trattoria,maschi,45-54 anni,2013,410
pranzo al ristorante o trattoria,maschi,45-54 anni,2014,331
pranzo al ristorante o trattoria,maschi,45-54 anni,2015,366
pranzo al ristorante o trattoria,maschi,45-54 anni,2016,324
pranzo al ristorante o trattoria,maschi,45-54 anni,2017,375
pranzo al ristorante o trattoria,maschi,45-54 anni,2018,403
pranzo al ristorante o trattoria,maschi,45-54 anni,2019,421
pranzo al ristorante o trattoria,maschi,45-54 anni,2020,321
pranzo al ristorante o trattoria,maschi,45-54 anni,2021,273
pranzo al ristorante o trattoria,maschi,45-54 anni,2022,339
pranzo al ristorante o trattoria,maschi,45-54 anni,2023,365
pasto principale la cena,femmine,60-64 anni,1994,121
pasto principale la cena,femmine,60-64 anni,1995,131
pasto principale la cena,femmine,60-64 anni,1996,144
pasto principale la cena,femmine,60-64 anni,1997,170
pasto principale la cena,femmine,60-64 anni,1998,154
pasto principale la cena,femmine,60-64 anni,1999,135
pasto principale la cena,femmine,60-64 anni,2000,182
pasto principale la cena,femmine,60-64 anni,2001,124
pasto principale la cena,femmine,60-64 anni,2002,178
pasto principale la cena,femmine,60-64 anni,2003,181
pasto principale la cena,femmine,60-64 anni,2005,187
pasto principale la cena,femmine,60-64 anni,2006,150
pasto principale la cena,femmine,60-64 anni,2007,180
pasto principale la cena,femmine,60-64 anni,2008,197
pasto principale la cena,femmine,60-64 anni,2009,213
pasto principale la cena,femmine,60-64 anni,2010,257
pasto principale la cena,femmine,60-64 anni,2011,302
pasto principale la cena,femmine,60-64 anni,2012,270
pasto principale la cena,femmine,60-64 anni,2013,271
pasto principale la cena,femmine,60-64 anni,2014,313
pasto principale la cena,femmine,60-64 anni,2015,293
pasto principale la cena,femmine,60-64 anni,2016,373
pasto principale la cena,femmine,60-64 anni,2017,329
pasto principale la cena,femmine,60-64 anni,2018,385
pasto principale la cena,femmine,60-64 anni,2019,339
pasto principale la cena,femmine,60-64 anni,2020,362
pasto principale la cena,femmine,60-64 anni,2021,431
pasto principale la cena,femmine,60-64 anni,2022,448
pasto principale la cena,femmine,60-64 anni,2023,426
pasto principale la cena,femmine,35-44 anni,1994,979
pasto principale la cena,femmine,35-44 anni,1995,1060
pasto principale la cena,femmine,35-44 anni,1996,1223
pasto principale la cena,femmine,35-44 anni,1997,1188
pasto principale la cena,femmine,35-44 anni,1998,1266
pasto principale la cena,femmine,35-44 anni,1999,1288
pasto principale la cena,femmine,35-44 anni,2000,1368
pasto principale la cena,femmine,35-44 anni,2001,1297
pasto principale la cena,femmine,35-44 anni,2002,1360
pasto principale la cena,femmine,35-44 anni,2003,1351
pasto principale la cena,femmine,35-44 anni,2005,1420
pasto principale la cena,femmine,35-44 anni,2006,1349
pasto principale la cena,femmine,35-44 anni,2007,1339
pasto principale la cena,femmine,35-44 anni,2008,1418
pasto principale la cena,femmine,35-44 anni,2009,1472
pasto principale la cena,femmine,35-44 anni,2010,1428
pasto principale la cena,femmine,35-44 anni,2011,1315
pasto principale la cena,femmine,35-44 anni,2012,1365
pasto principale la cena,femmine,35-44 anni,2013,1381
pasto principale la cena,femmine,35-44 anni,2014,1266
pasto principale la cena,femmine,35-44 anni,2015,1225
pasto principale la cena,femmine,35-44 anni,2016,1293
pasto principale la cena,femmine,35-44 anni,2017,1182
pasto principale la cena,femmine,35-44 anni,2018,1157
pasto principale la cena,femmine,35-44 anni,2019,1073
pasto principale la cena,femmine,35-44 anni,2020,1011
pasto principale la cena,femmine,35-44 anni,2021,1007
pasto principale la cena,femmine,35-44 anni,2022,1055
pasto principale la cena,femmine,35-44 anni,2023,1030
pranzo al ristorante o trattoria,femmine,25-34 anni,1994,89
pranzo al ristorante o trattoria,femmine,25-34 anni,1995,117
pranzo al ristorante o trattoria,femmine,25-34 anni,1996,92
pranzo al ristorante o trattoria,femmine,25-34 anni,1997,106
pranzo al ristorante o trattoria,femmine,25-34 anni,1998,97
pranzo al ristorante o trattoria,femmine,25-34 anni,1999,98
pranzo al ristorante o trattoria,femmine,25-34 anni,2000,120
pranzo al ristorante o trattoria,femmine,25-34 anni,2001,109
pranzo al ristorante o trattoria,femmine,25-34 anni,2002,121
pranzo al ristorante o trattoria,femmine,25-34 anni,2003,110
pranzo al ristorante o trattoria,femmine,25-34 anni,2005,117
pranzo al ristorante o trattoria,femmine,25-34 anni,2006,106
pranzo al ristorante o trattoria,femmine,25-34 anni,2007,126
pranzo al ristorante o trattoria,femmine,25-34 anni,2008,91
pranzo al ristorante o trattoria,femmine,25-34 anni,2009,98
pranzo al ristorante o trattoria,femmine,25-34 anni,2010,89
pranzo al ristorante o trattoria,femmine,25-34 anni,2011,84
pranzo al ristorante o trattoria,femmine,25-34 anni,2012,71
pranzo al ristorante o trattoria,femmine,25-34 anni,2013,72
pranzo al ristorante o trattoria,femmine,25-34 anni,2014,85
pranzo al ristorante o trattoria,femmine,25-34 anni,2015,70
pranzo al ristorante o trattoria,femmine,25-34 anni,2016,70
pranzo al ristorante o trattoria,femmine,25-34 anni,2017,71
pranzo al ristorante o trattoria,femmine,25-34 anni,2018,71
pranzo al ristorante o trattoria,femmine,25-34 anni,2019,79
pranzo al ristorante o trattoria,femmine,25-34 anni,2020,61
pranzo al ristorante o trattoria,femmine,25-34 anni,2021,26
pranzo al ristorante o trattoria,femmine,25-34 anni,2022,60
pranzo al ristorante o trattoria,femmine,25-34 anni,2023,45
pranzo sul posto di lavoro,maschi,3 anni e più,1994,0
pranzo sul posto di lavoro,maschi,3 anni e più,1995,0
pranzo sul posto di lavoro,maschi,3 anni e più,1996,0
pranzo sul posto di lavoro,maschi,3 anni e più,1997,1656
pranzo sul posto di lavoro,maschi,3 anni e più,1998,1902
pranzo sul posto di lavoro,maschi,3 anni e più,1999,1960
pranzo sul posto di lavoro,maschi,3 anni e più,2000,2089
pranzo sul posto di lavoro,maschi,3 anni e più,2001,1849
pranzo sul posto di lavoro,maschi,3 anni e più,2002,2174
pranzo sul posto di lavoro,maschi,3 anni e più,2003,1692
pranzo sul posto di lavoro,maschi,3 anni e più,2005,2090
pranzo sul posto di lavoro,maschi,3 anni e più,2006,2036
pranzo sul posto di lavoro,maschi,3 anni e più,2007,2200
pranzo sul posto di lavoro,maschi,3 anni e più,2008,2351
pranzo sul posto di lavoro,maschi,3 anni e più,2009,2277
pranzo sul posto di lavoro,maschi,3 anni e più,2010,2250
pranzo sul posto di lavoro,maschi,3 anni e più,2011,2333
pranzo sul posto di lavoro,maschi,3 anni e più,2012,2441
pranzo sul posto di lavoro,maschi,3 anni e più,2013,2362
pranzo sul posto di lavoro,maschi,3 anni e più,2014,2315
pranzo sul posto di lavoro,maschi,3 anni e più,2015,2388
pranzo sul posto di lavoro,maschi,3 anni e più,2016,2745
pranzo sul posto di lavoro,maschi,3 anni e più,2017,2859
pranzo sul posto di lavoro,maschi,3 anni e più,2018,2882
pranzo sul posto di lavoro,maschi,3 anni e più,2019,2739
pranzo sul posto di lavoro,maschi,3 anni e più,2020,2928
pranzo sul posto di lavoro,maschi,3 anni e più,2021,3101
pranzo sul posto di lavoro,maschi,3 anni e più,2022,2942
pranzo sul posto di lavoro,maschi,3 anni e più,2023,3208
pranzo al bar,femmine,3-5 anni,1994,1
pranzo al bar,femmine,3-5 anni,1995,0
pranzo al bar,femmine,3-5 anni,1996,0
pranzo al bar,femmine,3-5 anni,1997,0
pranzo al bar,femmine,3-5 anni,1998,0
pranzo al bar,femmine,3-5 anni,1999,2
pranzo al bar,femmine,3-5 anni,2000,0
pranzo al bar,femmine,3-5 anni,2001,0
pranzo al bar,femmine,3-5 anni,2002,0
pranzo al bar,femmine,3-5 anni,2003,0
pranzo al bar,femmine,3-5 anni,2005,0
pranzo al bar,femmine,3-5 anni,2006,0
pranzo al bar,femmine,3-5 anni,2007,0
pranzo al bar,femmine,3-5 anni,2008,0
pranzo al bar,femmine,3-5 anni,2009,1
pranzo al bar,femmine,3-5 anni,2010,3
pranzo al bar,femmine,3-5 anni,2011,0
pranzo al bar,femmine,3-5 anni,2012,0
pranzo al bar,femmine,3-5 anni,2013,0
pranzo al bar,femmine,3-5 anni,2014,0
pranzo al bar,femmine,3-5 anni,2015,0
pranzo al bar,femmine,3-5 anni,2016,0
pranzo al bar,femmine,3-5 anni,2017,0
pranzo al bar,femmine,3-5 anni,2018,0
pranzo al bar,femmine,3-5 anni,2019,0
pranzo al bar,femmine,3-5 anni,2020,0
pranzo al bar,femmine,3-5 anni,2021,0
pranzo al bar,femmine,3-5 anni,2022,0
pranzo al bar,femmine,3-5 anni,2023,0
colazione con latte e del cibo,femmine,45-54 anni,1994,0
colazione con latte e del cibo,femmine,45-54 anni,1995,0
colazione con latte e del cibo,femmine,45-54 anni,1996,1450
colazione con latte e del cibo,femmine,45-54 anni,1997,1474
colazione con latte e del cibo,femmine,45-54 anni,1998,1516
colazione con latte e del cibo,femmine,45-54 anni,1999,1535
colazione con latte e del cibo,femmine,45-54 anni,2000,1462
colazione con latte e del cibo,femmine,45-54 anni,2001,1581
colazione con latte e del cibo,femmine,45-54 anni,2002,1486
colazione con latte e del cibo,femmine,45-54 anni,2003,1556
colazione con latte e del cibo,femmine,45-54 anni,2005,1682
colazione con latte e del cibo,femmine,45-54 anni,2006,1643
colazione con latte e del cibo,femmine,45-54 anni,2007,1754
colazione con latte e del cibo,femmine,45-54 anni,2008,1769
colazione con latte e del cibo,femmine,45-54 anni,2009,1881
colazione con latte e del cibo,femmine,45-54 anni,2010,1920
colazione con latte e del cibo,femmine,45-54 anni,2011,2012
colazione con latte e del cibo,femmine,45-54 anni,2012,2064
colazione con latte e del cibo,femmine,45-54 anni,2013,2074
colazione con latte e del cibo,femmine,45-54 anni,2014,2165
colazione con latte e del cibo,femmine,45-54 anni,2015,2136
colazione con latte e del cibo,femmine,45-54 anni,2016,2174
colazione con latte e del cibo,femmine,45-54 anni,2017,2042
colazione con latte e del cibo,femmine,45-54 anni,2018,1999
colazione con latte e del cibo,femmine,45-54 anni,2019,1961
colazione con latte e del cibo,femmine,45-54 anni,2020,1914
colazione con latte e del cibo,femmine,45-54 anni,2021,1925
colazione con latte e del cibo,femmine,45-54 anni,2022,1840
colazione con latte e del cibo,femmine,45-54 anni,2023,1810
pranzo al ristorante o trattoria,femmine,65-74 anni,1994,1
pranzo al ristorante o trattoria,femmine,65-74 anni,1995,8
pranzo al ristorante o trattoria,femmine,65-74 anni,1996,1
pranzo al ristorante o trattoria,femmine,65-74 anni,1997,0
pranzo al ristorante o trattoria,femmine,65-74 anni,1998,1
pranzo al ristorante o trattoria,femmine,65-74 anni,1999,9
pranzo al ristorante o trattoria,femmine,65-74 anni,2000,4
pranzo al ristorante o trattoria,femmine,65-74 anni,2001,0
pranzo al ristorante o trattoria,femmine,65-74 anni,2002,8
pranzo al ristorante o trattoria,femmine,65-74 anni,2003,5
pranzo al ristorante o trattoria,femmine,65-74 anni,2005,2
pranzo al ristorante o trattoria,femmine,65-74 anni,2006,3
pranzo al ristorante o trattoria,femmine,65-74 anni,2007,2
pranzo al ristorante o trattoria,femmine,65-74 anni,2008,1
pranzo al ristorante o trattoria,femmine,65-74 anni,2009,0
pranzo al ristorante o trattoria,femmine,65-74 anni,2010,3
pranzo al ristorante o trattoria,femmine,65-74 anni,2011,0
pranzo al ristorante o trattoria,femmine,65-74 anni,2012,0
pranzo al ristorante o trattoria,femmine,65-74 anni,2013,2
pranzo al ristorante o trattoria,femmine,65-74 anni,2014,6
pranzo al ristorante o trattoria,femmine,65-74 anni,2015,4
