Tipo_dato,Sesso,TIME,Classe_di_età,Titolo_di_studio,Value
colazione adeguata (con latte e/o del cibo),femmine,2022,65 anni e più,laurea e post-laurea,506
colazione adeguata (con latte e/o del cibo),femmine,2023,65 anni e più,laurea e post-laurea,558
colazione con latte e del cibo,femmine,1993,25-44 anni,licenza di scuola media,0
colazione con latte e del cibo,femmine,1994,25-44 anni,licenza di scuola media,0
colazione con latte e del cibo,femmine,1995,25-44 anni,licenza di scuola media,0
colazione con latte e del cibo,femmine,1996,25-44 anni,licenza di scuola media,1210
colazione con latte e del cibo,femmine,1997,25-44 anni,licenza di scuola media,1326
colazione con latte e del cibo,femmine,1998,25-44 anni,licenza di scuola media,1350
colazione con latte e del cibo,femmine,1999,25-44 anni,licenza di scuola media,1272
colazione con latte e del cibo,femmine,2000,25-44 anni,licenza di scuola media,1230
colazione con latte e del cibo,femmine,2001,25-44 anni,licenza di scuola media,1186
colazione con latte e del cibo,femmine,2002,25-44 anni,licenza di scuola media,1283
colazione con latte e del cibo,femmine,2003,25-44 anni,licenza di scuola media,1324
colazione con latte e del cibo,femmine,2005,25-44 anni,licenza di scuola media,1283
colazione con latte e del cibo,femmine,2006,25-44 anni,licenza di scuola media,1228
colazione con latte e del cibo,femmine,2007,25-44 anni,licenza di scuola media,1287
colazione con latte e del cibo,femmine,2008,25-44 anni,licenza di scuola media,1302
colazione con latte e del cibo,femmine,2009,25-44 anni,licenza di scuola media,1277
colazione con latte e del cibo,femmine,2010,25-44 anni,licenza di scuola media,1092
colazione con latte e del cibo,femmine,2011,25-44 anni,licenza di scuola media,1033
colazione con latte e del cibo,femmine,2012,25-44 anni,licenza di scuola media,1010
colazione con latte e del cibo,femmine,2013,25-44 anni,licenza di scuola media,912
colazione con latte e del cibo,femmine,2014,25-44 anni,licenza di scuola media,811
colazione con latte e del cibo,femmine,2015,25-44 anni,licenza di scuola media,836
colazione con latte e del cibo,femmine,2016,25-44 anni,licenza di scuola media,804
colazione con latte e del cibo,femmine,2017,25-44 anni,licenza di scuola media,776
colazione con latte e del cibo,femmine,2018,25-44 anni,licenza di scuola media,658
colazione con latte e del cibo,femmine,2019,25-44 anni,licenza di scuola media,613
colazione con latte e del cibo,femmine,2020,25-44 anni,licenza di scuola media,539
colazione con latte e del cibo,femmine,2021,25-44 anni,licenza di scuola media,419
colazione con latte e del cibo,femmine,2022,25-44 anni,licenza di scuola media,460
colazione con latte e del cibo,femmine,2023,25-44 anni,licenza di scuola media,404
pasto principale il pranzo,femmine,1993,6 anni e più,diploma,4727
pasto principale il pranzo,femmine,1994,6 anni e più,diploma,4762
