Tipo_dato,Sesso,TIME,Classe_di_età,Titolo_di_studio,Value
colazione adeguata (con latte e/o del cibo),maschi,2006,25-44 anni,licenza di scuola media,2343
colazione adeguata (con latte e/o del cibo),maschi,2007,25-44 anni,licenza di scuola media,2255
colazione adeguata (con latte e/o del cibo),maschi,2008,25-44 anni,licenza di scuola media,2250
colazione adeguata (con latte e/o del cibo),maschi,2009,25-44 anni,licenza di scuola media,2238
colazione adeguata (con latte e/o del cibo),maschi,2010,25-44 anni,licenza di scuola media,2112
colazione adeguata (con latte e/o del cibo),maschi,2011,25-44 anni,licenza di scuola media,1902
colazione adeguata (con latte e/o del cibo),maschi,2012,25-44 anni,licenza di scuola media,1793
colazione adeguata (con latte e/o del cibo),maschi,2013,25-44 anni,licenza di scuola media,1797
colazione adeguata (con latte e/o del cibo),maschi,2014,25-44 anni,licenza di scuola media,1640
colazione adeguata (con latte e/o del cibo),maschi,2015,25-44 anni,licenza di scuola media,1676
colazione adeguata (con latte e/o del cibo),maschi,2016,25-44 anni,licenza di scuola media,1523
colazione adeguata (con latte e/o del cibo),maschi,2017,25-44 anni,licenza di scuola media,1570
colazione adeguata (con latte e/o del cibo),maschi,2018,25-44 anni,licenza di scuola media,1379
colazione adeguata (con latte e/o del cibo),maschi,2019,25-44 anni,licenza di scuola media,1293
colazione adeguata (con latte e/o del cibo),maschi,2020,25-44 anni,licenza di scuola media,1189
colazione adeguata (con latte e/o del cibo),maschi,2021,25-44 anni,licenza di scuola media,1094
colazione adeguata (con latte e/o del cibo),maschi,2022,25-44 anni,licenza di scuola media,1140
colazione adeguata (con latte e/o del cibo),maschi,2023,25-44 anni,licenza di scuola media,1038
pranzo al bar,femmine,1993,6-24 anni,licenza di scuola media,20
pranzo al bar,femmine,1994,6-24 anni,licenza di scuola media,20
pranzo al bar,femmine,1995,6-24 anni,licenza di scuola media,14
pranzo al bar,femmine,1996,6-24 anni,licenza di scuola media,21
pranzo al bar,femmine,1997,6-24 anni,licenza di scuola media,19
pranzo al bar,femmine,1998,6-24 anni,licenza di scuola media,21
pranzo al bar,femmine,1999,6-24 anni,licenza di scuola media,18
pranzo al bar,femmine,2000,6-24 anni,licenza di scuola media,18
pranzo al bar,femmine,2001,6-24 anni,licenza di scuola media,9
pranzo al bar,femmine,2002,6-24 anni,licenza di scuola media,16
pranzo al bar,femmine,2003,6-24 anni,licenza di scuola media,17
pranzo al bar,femmine,2005,6-24 anni,licenza di scuola media,21
pranzo al bar,femmine,2006,6-24 anni,licenza di scuola media,35
pranzo al bar,femmine,2007,6-24 anni,licenza di scuola media,14
pranzo al bar,femmine,2008,6-24 anni,licenza di scuola media,26
pranzo al bar,femmine,2009,6-24 anni,licenza di scuola media,28
pranzo al bar,femmine,2010,6-24 anni,licenza di scuola media,22
pranzo al bar,femmine,2011,6-24 anni,licenza di scuola media,29
pranzo al bar,femmine,2012,6-24 anni,licenza di scuola media,20
pranzo al bar,femmine,2013,6-24 anni,licenza di scuola media,12
pranzo al bar,femmine,2014,6-24 anni,licenza di scuola media,19
pranzo al bar,femmine,2015,6-24 anni,licenza di scuola media,35
pranzo al bar,femmine,2016,6-24 anni,licenza di scuola media,20
pranzo al bar,femmine,2017,6-24 anni,licenza di scuola media,12
pranzo al bar,femmine,2018,6-24 anni,licenza di scuola media,17
pranzo al bar,femmine,2019,6-24 anni,licenza di scuola media,18
pranzo al bar,femmine,2020,6-24 anni,licenza di scuola media,12
pranzo al bar,femmine,2021,6-24 anni,licenza di scuola media,2
pranzo al bar,femmine,2022,6-24 anni,licenza di scuola media,5
pranzo al bar,femmine,2023,6-24 anni,licenza di scuola media,18
colazione adeguata (con latte e/o del cibo),maschi,1993,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",1736
colazione adeguata (con latte e/o del cibo),maschi,1994,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",1815
colazione adeguata (con latte e/o del cibo),maschi,1995,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",1725
colazione adeguata (con latte e/o del cibo),maschi,1996,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",1792
colazione adeguata (con latte e/o del cibo),maschi,1997,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",1710
colazione adeguata (con latte e/o del cibo),maschi,1998,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",1642
colazione adeguata (con latte e/o del cibo),maschi,1999,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",1529
colazione adeguata (con latte e/o del cibo),maschi,2000,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",1464
colazione adeguata (con latte e/o del cibo),maschi,2001,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",1296
colazione adeguata (con latte e/o del cibo),maschi,2002,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",1306
colazione adeguata (con latte e/o del cibo),maschi,2003,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",1234
colazione adeguata (con latte e/o del cibo),maschi,2005,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",1067
colazione adeguata (con latte e/o del cibo),maschi,2006,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",1004
colazione adeguata (con latte e/o del cibo),maschi,2007,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",977
colazione adeguata (con latte e/o del cibo),maschi,2008,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",838
colazione adeguata (con latte e/o del cibo),maschi,2009,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",843
colazione adeguata (con latte e/o del cibo),maschi,2010,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",686
colazione adeguata (con latte e/o del cibo),maschi,2011,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",666
colazione adeguata (con latte e/o del cibo),maschi,2012,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",646
colazione adeguata (con latte e/o del cibo),maschi,2013,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",593
colazione adeguata (con latte e/o del cibo),maschi,2014,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",536
colazione adeguata (con latte e/o del cibo),maschi,2015,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",470
colazione adeguata (con latte e/o del cibo),maschi,2016,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",462
colazione adeguata (con latte e/o del cibo),maschi,2017,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",491
colazione adeguata (con latte e/o del cibo),maschi,2018,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",348
colazione adeguata (con latte e/o del cibo),maschi,2019,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",383
colazione adeguata (con latte e/o del cibo),maschi,2020,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",339
colazione adeguata (con latte e/o del cibo),maschi,2021,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",301
colazione adeguata (con latte e/o del cibo),maschi,2022,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",257
colazione adeguata (con latte e/o del cibo),maschi,2023,45-64 anni,"licenza di scuola elementare, nessun titolo di studio",253
pranzo al bar,maschi,1993,25-44 anni,diploma,144
pranzo al bar,maschi,1994,25-44 anni,diploma,164
pranzo al bar,maschi,1995,25-44 anni,diploma,178
pranzo al bar,maschi,1996,25-44 anni,diploma,223
pranzo al bar,maschi,1997,25-44 anni,diploma,217
pranzo al bar,maschi,1998,25-44 anni,diploma,201
pranzo al bar,maschi,1999,25-44 anni,diploma,195
pranzo al bar,maschi,2000,25-44 anni,diploma,215
pranzo al bar,maschi,2001,25-44 anni,diploma,231
pranzo al bar,maschi,2002,25-44 anni,diploma,214
pranzo al bar,maschi,2003,25-44 anni,diploma,239
pranzo al bar,maschi,2005,25-44 anni,diploma,267
pranzo al bar,maschi,2006,25-44 anni,diploma,247
pranzo al bar,maschi,2007,25-44 anni,diploma,246
pranzo al bar,maschi,2008,25-44 anni,diploma,268
pranzo al bar,maschi,2009,25-44 anni,diploma,223
pranzo al bar,maschi,2010,25-44 anni,diploma,245
pranzo al bar,maschi,2011,25-44 anni,diploma,245
pranzo al bar,maschi,2012,25-44 anni,diploma,188
pranzo al bar,maschi,2013,25-44 anni,diploma,190
pranzo al bar,maschi,2014,25-44 anni,diploma,171
pranzo al bar,maschi,2015,25-44 anni,diploma,157
pranzo al bar,maschi,2016,25-44 anni,diploma,144
pranzo al bar,maschi,2017,25-44 anni,diploma,184
pranzo al bar,maschi,2018,25-44 anni,diploma,132
pranzo al bar,maschi,2019,25-44 anni,diploma,119
pranzo al bar,maschi,2020,25-44 anni,diploma,84
pranzo al bar,maschi,2021,25-44 anni,diploma,59
pranzo al bar,maschi,2022,25-44 anni,diploma,105
pranzo al bar,maschi,2023,25-44 anni,diploma,66
pasto principale la cena,femmine,1993,6 anni e più,totale,4248
pasto principale la cena,femmine,1994,6 anni e più,totale,4342
pasto principale la cena,femmine,1995,6 anni e più,totale,4444
pasto principale la cena,femmine,1996,6 anni e più,totale,5159
pasto principale la cena,femmine,1997,6 anni e più,totale,5004
pasto principale la cena,femmine,1998,6 anni e più,totale,5202
pasto principale la cena,femmine,1999,6 anni e più,totale,5157
pasto principale la cena,femmine,2000,6 anni e più,totale,5428
pasto principale la cena,femmine,2001,6 anni e più,totale,4908
pasto principale la cena,femmine,2002,6 anni e più,totale,5423
pasto principale la cena,femmine,2003,6 anni e più,totale,5270
pasto principale la cena,femmine,2005,6 anni e più,totale,5428
pasto principale la cena,femmine,2006,6 anni e più,totale,5192
pasto principale la cena,femmine,2007,6 anni e più,totale,5247
pasto principale la cena,femmine,2008,6 anni e più,totale,5689
pasto principale la cena,femmine,2009,6 anni e più,totale,5635
pasto principale la cena,femmine,2010,6 anni e più,totale,5729
pasto principale la cena,femmine,2011,6 anni e più,totale,5843
pasto principale la cena,femmine,2012,6 anni e più,totale,5948
pasto principale la cena,femmine,2013,6 anni e più,totale,6069
pasto principale la cena,femmine,2014,6 anni e più,totale,5834
pasto principale la cena,femmine,2015,6 anni e più,totale,6013
pasto principale la cena,femmine,2016,6 anni e più,totale,5770
pasto principale la cena,femmine,2017,6 anni e più,totale,5789
pasto principale la cena,femmine,2018,6 anni e più,totale,5693
pasto principale la cena,femmine,2019,6 anni e più,totale,5504
pasto principale la cena,femmine,2020,6 anni e più,totale,5306
pasto principale la cena,femmine,2021,6 anni e più,totale,5605
pasto principale la cena,femmine,2022,6 anni e più,totale,5779
pasto principale la cena,femmine,2023,6 anni e più,totale,6062
colazione con latte e del cibo,femmine,1993,65 anni e più,diploma,0
colazione con latte e del cibo,femmine,1994,65 anni e più,diploma,0
colazione con latte e del cibo,femmine,1995,65 anni e più,diploma,0
colazione con latte e del cibo,femmine,1996,65 anni e più,diploma,209
colazione con latte e del cibo,femmine,1997,65 anni e più,diploma,202
colazione con latte e del cibo,femmine,1998,65 anni e più,diploma,219
colazione con latte e del cibo,femmine,1999,65 anni e più,diploma,207
colazione con latte e del cibo,femmine,2000,65 anni e più,diploma,156
colazione con latte e del cibo,femmine,2001,65 anni e più,diploma,230
colazione con latte e del cibo,femmine,2002,65 anni e più,diploma,233
colazione con latte e del cibo,femmine,2003,65 anni e più,diploma,236
colazione con latte e del cibo,femmine,2005,65 anni e più,diploma,274
colazione con latte e del cibo,femmine,2006,65 anni e più,diploma,275
colazione con latte e del cibo,femmine,2007,65 anni e più,diploma,336
colazione con latte e del cibo,femmine,2008,65 anni e più,diploma,316
colazione con latte e del cibo,femmine,2009,65 anni e più,diploma,350
colazione con latte e del cibo,femmine,2010,65 anni e più,diploma,355
colazione con latte e del cibo,femmine,2011,65 anni e più,diploma,375
colazione con latte e del cibo,femmine,2012,65 anni e più,diploma,447
colazione con latte e del cibo,femmine,2013,65 anni e più,diploma,405
colazione con latte e del cibo,femmine,2014,65 anni e più,diploma,435
colazione con latte e del cibo,femmine,2015,65 anni e più,diploma,519
colazione con latte e del cibo,femmine,2016,65 anni e più,diploma,527
colazione con latte e del cibo,femmine,2017,65 anni e più,diploma,464
colazione con latte e del cibo,femmine,2018,65 anni e più,diploma,542
colazione con latte e del cibo,femmine,2019,65 anni e più,diploma,550
colazione con latte e del cibo,femmine,2020,65 anni e più,diploma,546
colazione con latte e del cibo,femmine,2021,65 anni e più,diploma,641
colazione con latte e del cibo,femmine,2022,65 anni e più,diploma,713
colazione con latte e del cibo,femmine,2023,65 anni e più,diploma,705
pasto principale la cena,femmine,1993,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",212
pasto principale la cena,femmine,1994,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",185
pasto principale la cena,femmine,1995,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",163
pasto principale la cena,femmine,1996,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",158
pasto principale la cena,femmine,1997,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",131
pasto principale la cena,femmine,1998,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",134
pasto principale la cena,femmine,1999,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",103
pasto principale la cena,femmine,2000,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",141
pasto principale la cena,femmine,2001,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",102
pasto principale la cena,femmine,2002,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",91
pasto principale la cena,femmine,2003,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",94
pasto principale la cena,femmine,2005,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",71
pasto principale la cena,femmine,2006,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",73
pasto principale la cena,femmine,2007,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",119
pasto principale la cena,femmine,2008,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",53
pasto principale la cena,femmine,2009,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",70
pasto principale la cena,femmine,2010,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",68
pasto principale la cena,femmine,2011,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",49
pasto principale la cena,femmine,2012,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",61
pasto principale la cena,femmine,2013,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",69
pasto principale la cena,femmine,2014,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",55
pasto principale la cena,femmine,2015,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",56
pasto principale la cena,femmine,2016,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",43
pasto principale la cena,femmine,2017,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",40
pasto principale la cena,femmine,2018,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",35
pasto principale la cena,femmine,2019,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",38
pasto principale la cena,femmine,2020,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",34
pasto principale la cena,femmine,2021,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",57
pasto principale la cena,femmine,2022,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",25
pasto principale la cena,femmine,2023,25-44 anni,"licenza di scuola elementare, nessun titolo di studio",32
pranzo al bar,femmine,1993,6-24 anni,totale,75
pranzo al bar,femmine,1994,6-24 anni,totale,83
pranzo al bar,femmine,1995,6-24 anni,totale,91
pranzo al bar,femmine,1996,6-24 anni,totale,95
pranzo al bar,femmine,1997,6-24 anni,totale,101
pranzo al bar,femmine,1998,6-24 anni,totale,100
pranzo al bar,femmine,1999,6-24 anni,totale,81
pranzo al bar,femmine,2000,6-24 anni,totale,106
pranzo al bar,femmine,2001,6-24 anni,totale,81
pranzo al bar,femmine,2002,6-24 anni,totale,121
pranzo al bar,femmine,2003,6-24 anni,totale,128
pranzo al bar,femmine,2005,6-24 anni,totale,129
pranzo al bar,femmine,2006,6-24 anni,totale,134
pranzo al bar,femmine,2007,6-24 anni,totale,122
pranzo al bar,femmine,2008,6-24 anni,totale,139
pranzo al bar,femmine,2009,6-24 anni,totale,113
pranzo al bar,femmine,2010,6-24 anni,totale,111
pranzo al bar,femmine,2011,6-24 anni,totale,108
pranzo al bar,femmine,2012,6-24 anni,totale,102
pranzo al bar,femmine,2013,6-24 anni,totale,94
pranzo al bar,femmine,2014,6-24 anni,totale,90
pranzo al bar,femmine,2015,6-24 anni,totale,134
pranzo al bar,femmine,2016,6-24 anni,totale,75
pranzo al bar,femmine,2017,6-24 anni,totale,67
pranzo al bar,femmine,2018,6-24 anni,totale,71
pranzo al bar,femmine,2019,6-24 anni,totale,75
pranzo al bar,femmine,2020,6-24 anni,totale,58
pranzo al bar,femmine,2021,6-24 anni,totale,14
pranzo al bar,femmine,2022,6-24 anni,totale,39
pranzo al bar,femmine,2023,6-24 anni,totale,57
colazione adeguata (con latte e/o del cibo),femmine,1993,6 anni e più,laurea e post-laurea,885
colazione adeguata (con latte e/o del cibo),femmine,1994,6 anni e più,laurea e post-laurea,988
colazione adeguata (con latte e/o del cibo),femmine,1995,6 anni e più,laurea e post-laurea,1094
colazione adeguata (con latte e/o del cibo),femmine,1996,6 anni e più,laurea e post-laurea,1189
colazione adeguata (con latte e/o del cibo),femmine,1997,6 anni e più,laurea e post-laurea,1365
colazione adeguata (con latte e/o del cibo),femmine,1998,6 anni e più,laurea e post-laurea,1330
colazione adeguata (con latte e/o del cibo),femmine,1999,6 anni e più,laurea e post-laurea,1327
colazione adeguata (con latte e/o del cibo),femmine,2000,6 anni e più,laurea e post-laurea,1436
colazione adeguata (con latte e/o del cibo),femmine,2001,6 anni e più,laurea e post-laurea,1580
colazione adeguata (con latte e/o del cibo),femmine,2002,6 anni e più,laurea e post-laurea,1543
colazione adeguata (con latte e/o del cibo),femmine,2003,6 anni e più,laurea e post-laurea,1606
colazione adeguata (con latte e/o del cibo),femmine,2005,6 anni e più,laurea e post-laurea,1900
colazione adeguata (con latte e/o del cibo),femmine,2006,6 anni e più,laurea e post-laurea,2147
colazione adeguata (con latte e/o del cibo),femmine,2007,6 anni e più,laurea e post-laurea,2266
colazione adeguata (con latte e/o del cibo),femmine,2008,6 anni e più,laurea e post-laurea,2329
colazione adeguata (con latte e/o del cibo),femmine,2009,6 anni e più,laurea e post-laurea,2504
colazione adeguata (con latte e/o del cibo),femmine,2010,6 anni e più,laurea e post-laurea,2728
colazione adeguata (con latte e/o del cibo),femmine,2011,6 anni e più,laurea e post-laurea,2695
colazione adeguata (con latte e/o del cibo),femmine,2012,6 anni e più,laurea e post-laurea,2987
colazione adeguata (con latte e/o del cibo),femmine,2013,6 anni e più,laurea e post-laurea,3108
colazione adeguata (con latte e/o del cibo),femmine,2014,6 anni e più,laurea e post-laurea,3177
colazione adeguata (con latte e/o del cibo),femmine,2015,6 anni e più,laurea e post-laurea,3495
colazione adeguata (con latte e/o del cibo),femmine,2016,6 anni e più,laurea e post-laurea,3594
colazione adeguata (con latte e/o del cibo),femmine,2017,6 anni e più,laurea e post-laurea,3576
colazione adeguata (con latte e/o del cibo),femmine,2018,6 anni e più,laurea e post-laurea,3694
colazione adeguata (con latte e/o del cibo),femmine,2019,6 anni e più,laurea e post-laurea,3954
colazione adeguata (con latte e/o del cibo),femmine,2020,6 anni e più,laurea e post-laurea,3918
colazione adeguata (con latte e/o del cibo),femmine,2021,6 anni e più,laurea e post-laurea,4278
colazione adeguata (con latte e/o del cibo),femmine,2022,6 anni e più,laurea e post-laurea,4316
colazione adeguata (con latte e/o del cibo),femmine,2023,6 anni e più,laurea e post-laurea,4397
pranzo in mensa,maschi,1993,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",0
pranzo in mensa,maschi,1994,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",0
pranzo in mensa,maschi,1995,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",0
pranzo in mensa,maschi,1996,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",0
pranzo in mensa,maschi,1997,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",5
pranzo in mensa,maschi,1998,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",4
pranzo in mensa,maschi,1999,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",4
pranzo in mensa,maschi,2000,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",4
pranzo in mensa,maschi,2001,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",4
pranzo in mensa,maschi,2002,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",4
pranzo in mensa,maschi,2003,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2
pranzo in mensa,maschi,2005,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",0
pranzo in mensa,maschi,2006,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",0
pranzo in mensa,maschi,2007,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",0
pranzo in mensa,maschi,2008,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",0
pranzo in mensa,maschi,2009,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",0
pranzo in mensa,maschi,2010,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",0
pranzo in mensa,maschi,2011,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",0
pranzo in mensa,maschi,2012,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",4
pranzo in mensa,maschi,2013,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",1
pranzo in mensa,maschi,2014,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",0
pranzo in mensa,maschi,2015,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",0
pranzo in mensa,maschi,2016,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",0
pranzo in mensa,maschi,2017,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",0
pranzo in mensa,maschi,2018,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",1
pranzo in mensa,maschi,2019,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",2
pranzo in mensa,maschi,2020,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",0
pranzo in mensa,maschi,2021,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",1
pranzo in mensa,maschi,2022,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",4
pranzo in mensa,maschi,2023,65 anni e più,"licenza di scuola elementare, nessun titolo di studio",0
pasto principale il pranzo,maschi,1993,6-24 anni,laurea e post-laurea,14
pasto principale il pranzo,maschi,1994,6-24 anni,laurea e post-laurea,13
pasto principale il pranzo,maschi,1995,6-24 anni,laurea e post-laurea,5
pasto principale il pranzo,maschi,1996,6-24 anni,laurea e post-laurea,10
pasto principale il pranzo,maschi,1997,6-24 anni,laurea e post-laurea,21
pasto principale il pranzo,maschi,1998,6-24 anni,laurea e post-laurea,14
pasto principale il pranzo,maschi,1999,6-24 anni,laurea e post-laurea,15
pasto principale il pranzo,maschi,2000,6-24 anni,laurea e post-laurea,12
pasto principale il pranzo,maschi,2001,6-24 anni,laurea e post-laurea,22
pasto principale il pranzo,maschi,2002,6-24 anni,laurea e post-laurea,12
pasto principale il pranzo,maschi,2003,6-24 anni,laurea e post-laurea,13
pasto principale il pranzo,maschi,2005,6-24 anni,laurea e post-laurea,37
pasto principale il pranzo,maschi,2006,6-24 anni,laurea e post-laurea,55
pasto principale il pranzo,maschi,2007,6-24 anni,laurea e post-laurea,48
pasto principale il pranzo,maschi,2008,6-24 anni,laurea e post-laurea,40
pasto principale il pranzo,maschi,2009,6-24 anni,laurea e post-laurea,42
pasto principale il pranzo,maschi,2010,6-24 anni,laurea e post-laurea,50
pasto principale il pranzo,maschi,2011,6-24 anni,laurea e post-laurea,45
pasto principale il pranzo,maschi,2012,6-24 anni,laurea e post-laurea,59
pasto principale il pranzo,maschi,2013,6-24 anni,laurea e post-laurea,46
pasto principale il pranzo,maschi,2014,6-24 anni,laurea e post-laurea,51
pasto principale il pranzo,maschi,2015,6-24 anni,laurea e post-laurea,64
pasto principale il pranzo,maschi,2016,6-24 anni,laurea e post-laurea,58
pasto principale il pranzo,maschi,2017,6-24 anni,laurea e post-laurea,74
pasto principale il pranzo,maschi,2018,6-24 anni,laurea e post-laurea,83
pasto principale il pranzo,maschi,2019,6-24 anni,laurea e post-laurea,89
pasto principale il pranzo,maschi,2020,6-24 anni,laurea e post-laurea,96
pasto principale il pranzo,maschi,2021,6-24 anni,laurea e post-laurea,81
pasto principale il pranzo,maschi,2022,6-24 anni,laurea e post-laurea,89
pasto principale il pranzo,maschi,2023,6-24 anni,laurea e post-laurea,91
colazione con latte e del cibo,maschi,1993,25-44 anni,laurea e post-laurea,0
colazione con latte e del cibo,maschi,1994,25-44 anni,laurea e post-laurea,0
colazione con latte e del cibo,maschi,1995,25-44 anni,laurea e post-laurea,0
colazione con latte e del cibo,maschi,1996,25-44 anni,laurea e post-laurea,412
colazione con latte e del cibo,maschi,1997,25-44 anni,laurea e post-laurea,436
colazione con latte e del cibo,maschi,1998,25-44 anni,laurea e post-laurea,426
colazione con latte e del cibo,maschi,1999,25-44 anni,laurea e post-laurea,346
colazione con latte e del cibo,maschi,2000,25-44 anni,laurea e post-laurea,399
colazione con latte e del cibo,maschi,2001,25-44 anni,laurea e post-laurea,405
colazione con latte e del cibo,maschi,2002,25-44 anni,laurea e post-laurea,379
colazione con latte e del cibo,maschi,2003,25-44 anni,laurea e post-laurea,431
colazione con latte e del cibo,maschi,2005,25-44 anni,laurea e post-laurea,548
colazione con latte e del cibo,maschi,2006,25-44 anni,laurea e post-laurea,546
colazione con latte e del cibo,maschi,2007,25-44 anni,laurea e post-laurea,589
colazione con latte e del cibo,maschi,2008,25-44 anni,laurea e post-laurea,561
colazione con latte e del cibo,maschi,2009,25-44 anni,laurea e post-laurea,600
colazione con latte e del cibo,maschi,2010,25-44 anni,laurea e post-laurea,599
colazione con latte e del cibo,maschi,2011,25-44 anni,laurea e post-laurea,606
colazione con latte e del cibo,maschi,2012,25-44 anni,laurea e post-laurea,659
colazione con latte e del cibo,maschi,2013,25-44 anni,laurea e post-laurea,541
colazione con latte e del cibo,maschi,2014,25-44 anni,laurea e post-laurea,648
colazione con latte e del cibo,maschi,2015,25-44 anni,laurea e post-laurea,654
colazione con latte e del cibo,maschi,2016,25-44 anni,laurea e post-laurea,583
colazione con latte e del cibo,maschi,2017,25-44 anni,laurea e post-laurea,571
colazione con latte e del cibo,maschi,2018,25-44 anni,laurea e post-laurea,566
colazione con latte e del cibo,maschi,2019,25-44 anni,laurea e post-laurea,557
colazione con latte e del cibo,maschi,2020,25-44 anni,laurea e post-laurea,571
colazione con latte e del cibo,maschi,2021,25-44 anni,laurea e post-laurea,619
colazione con latte e del cibo,maschi,2022,25-44 anni,laurea e post-laurea,546
colazione con latte e del cibo,maschi,2023,25-44 anni,laurea e post-laurea,540
pasto principale il pranzo,maschi,1993,6 anni e più,laurea e post-laurea,996
pasto principale il pranzo,maschi,1994,6 anni e più,laurea e post-laurea,1068
pasto principale il pranzo,maschi,1995,6 anni e più,laurea e post-laurea,1070
pasto principale il pranzo,maschi,1996,6 anni e più,laurea e post-laurea,970
pasto principale il pranzo,maschi,1997,6 anni e più,laurea e post-laurea,1107
pasto principale il pranzo,maschi,1998,6 anni e più,laurea e post-laurea,1046
pasto principale il pranzo,maschi,1999,6 anni e più,laurea e post-laurea,963
pasto principale il pranzo,maschi,2000,6 anni e più,laurea e post-laurea,988
pasto principale il pranzo,maschi,2001,6 anni e più,laurea e post-laurea,1048
pasto principale il pranzo,maschi,2002,6 anni e più,laurea e post-laurea,1013
pasto principale il pranzo,maschi,2003,6 anni e più,laurea e post-laurea,1070
pasto principale il pranzo,maschi,2005,6 anni e più,laurea e post-laurea,1181
pasto principale il pranzo,maschi,2006,6 anni e più,laurea e post-laurea,1297
